Expense Code,Expense Amount (SAR),Month,Expense Quantity,Government Entity
21320,0.93,3/1/2018,145,Ministry of Housing
21320,0.93,12/1/2017,522,Ministry of Housing
21320,0.93,6/1/2017,783,Ministry of Housing
21337,5.22,4/1/2017,1400,Ministry of Housing
21337,5.22,4/1/2018,1800,Ministry of Housing
21344,5.43,3/1/2018,53712,Ministry of Energy
21344,5.43,5/1/2017,3708,Ministry of Energy
21344,5.43,2/1/2018,25557,Ministry of Energy
21344,5.43,12/1/2017,20538,Ministry of Energy
21344,5.43,6/1/2017,23835,Ministry of Energy
21344,5.43,7/1/2017,2308,Ministry of Energy
21344,5.43,5/1/2018,3870,Ministry of Energy
21344,5.43,11/1/2017,4077,Ministry of Energy
21344,5.43,1/1/2018,2412,Ministry of Energy
21344,5.43,8/1/2017,2904,Ministry of Energy
21344,5.43,4/1/2017,351,Ministry of Housing
21344,5.43,5/1/2017,624,Ministry of Housing
21344,5.43,4/1/2018,117,Ministry of Housing
21344,5.43,10/1/2017,195,Ministry of Housing
21344,5.43,12/1/2017,234,Ministry of Housing
21344,5.43,3/1/2018,468,Ministry of Housing
21344,5.43,6/1/2017,234,Ministry of Housing
21344,5.43,10/1/2017,152,Ministry of Energy
21344,5.43,9/1/2017,132,Ministry of Energy
21346,9.55,4/1/2017,27384,Ministry of Energy
21346,9.55,6/1/2017,30807,Ministry of Energy
21346,9.55,5/1/2017,11410,Ministry of Energy
21346,9.55,10/1/2017,9128,Ministry of Energy
21346,9.55,4/1/2018,9128,Ministry of Energy
21346,9.55,12/1/2017,4564,Ministry of Energy
21346,9.55,3/1/2018,13692,Ministry of Energy
21346,9.55,8/1/2017,1848,Ministry of Housing
21346,9.55,1/1/2018,4752,Ministry of Housing
21346,9.55,7/1/2017,792,Ministry of Housing
21346,9.55,11/1/2017,1848,Ministry of Housing
21346,9.55,2/1/2018,2376,Ministry of Housing
21346,9.55,5/1/2018,528,Ministry of Housing
21346,9.55,9/1/2017,5280,Ministry of Housing
21399,4.44,6/1/2017,372,Ministry of Housing
21399,4.44,4/1/2017,558,Ministry of Housing
21399,4.44,12/1/2017,558,Ministry of Housing
21399,4.44,10/1/2017,4464,Ministry of Housing
21399,4.44,4/1/2018,930,Ministry of Housing
21399,4.44,3/1/2018,1116,Ministry of Housing
21399,4.44,5/1/2017,558,Ministry of Housing
21693,9.95,2/1/2018,80,Ministry of Housing
21693,9.95,7/1/2017,80,Ministry of Housing
21693,9.95,9/1/2017,120,Ministry of Housing
22001,6.5,5/1/2017,160,Ministry of Housing
22016,6.1,5/1/2017,3736,Ministry of Energy
22016,6.1,7/1/2017,5604,Ministry of Energy
22016,6.1,2/1/2018,14944,Ministry of Energy
22016,6.1,8/1/2017,19614,Ministry of Energy
22016,6.1,10/1/2017,3736,Ministry of Energy
22016,6.1,11/1/2017,4670,Ministry of Energy
22016,6.1,4/1/2017,934,Ministry of Energy
22016,6.1,6/1/2017,8406,Ministry of Energy
22016,6.1,1/1/2018,5604,Ministry of Energy
22016,6.1,4/1/2018,6538,Ministry of Energy
22016,6.1,12/1/2017,5604,Ministry of Energy
22016,6.1,3/1/2018,13076,Ministry of Energy
22016,6.1,5/1/2018,2802,Ministry of Energy
22016,6.1,9/1/2017,8406,Ministry of Energy
22016,6.1,10/1/2017,1566,Ministry of Housing
22016,6.1,4/1/2017,580,Ministry of Housing
22016,6.1,4/1/2018,464,Ministry of Housing
22052,7.14,12/1/2017,900,Ministry of Housing
22052,7.14,6/1/2017,500,Ministry of Housing
22251,6.46,11/1/2017,294,Ministry of Housing
22251,6.46,7/1/2017,336,Ministry of Housing
22251,6.46,8/1/2017,42,Ministry of Housing
22251,6.46,9/1/2017,42,Ministry of Housing
22251,6.46,1/1/2018,126,Ministry of Housing
22251,6.46,2/1/2018,56,Ministry of Housing
22251,6.46,5/1/2018,112,Ministry of Housing
22387,5.49,7/1/2017,8688,Ministry of Housing
22387,5.49,11/1/2017,5792,Ministry of Housing
22387,5.49,9/1/2017,39096,Ministry of Housing
22387,5.49,8/1/2017,34752,Ministry of Housing
22387,5.49,2/1/2018,21720,Ministry of Housing
22387,5.49,1/1/2018,39096,Ministry of Housing
22387,5.49,5/1/2018,8688,Ministry of Housing
22632,5.49,6/1/2017,264,Ministry of Education
22632,5.49,8/1/2017,154,Ministry of Education
22632,5.49,12/1/2017,132,Ministry of Education
22632,5.49,9/1/2017,297,Ministry of Education
22632,5.49,7/1/2017,56,Ministry of Housing
22632,5.49,9/1/2017,42,Ministry of Housing
22632,5.49,2/1/2018,126,Ministry of Housing
23058,0.88,6/1/2017,138,Ministry of Housing
23058,0.88,5/1/2017,414,Ministry of Housing
23058,0.88,4/1/2017,92,Ministry of Housing
23058,0.88,4/1/2018,92,Ministry of Housing
23058,0.88,10/1/2017,184,Ministry of Housing
23058,0.88,12/1/2017,828,Ministry of Housing
23058,0.88,3/1/2018,184,Ministry of Housing
23074,7.73,7/1/2017,826,Ministry of Housing
23074,7.73,2/1/2018,118,Ministry of Housing
23074,7.73,9/1/2017,177,Ministry of Housing
23080,8.51,7/1/2017,168,Ministry of Housing
23080,8.51,2/1/2018,80,Ministry of Housing
23080,8.51,9/1/2017,48,Ministry of Housing
23085,6.25,9/1/2017,26973,Ministry of Energy
23085,6.25,7/1/2017,11628,Ministry of Energy
23085,6.25,2/1/2018,6300,Ministry of Energy
23085,6.25,12/1/2017,1790,Ministry of Energy
23085,6.25,8/1/2017,875,Ministry of Energy
23085,6.25,5/1/2017,1656,Ministry of Energy
23085,6.25,11/1/2017,568,Ministry of Energy
23085,6.25,5/1/2018,1704,Ministry of Energy
23085,6.25,1/1/2018,120,Ministry of Energy
23085,6.25,7/1/2017,96,Ministry of Housing
23085,6.25,11/1/2017,576,Ministry of Housing
23085,6.25,2/1/2018,768,Ministry of Housing
23085,6.25,9/1/2017,480,Ministry of Housing
23085,6.25,8/1/2017,1296,Ministry of Housing
23085,6.25,1/1/2018,480,Ministry of Housing
23085,6.25,5/1/2018,192,Ministry of Housing
23085,6.25,4/1/2017,368,Ministry of Energy
23085,6.25,4/1/2018,1242,Ministry of Energy
23085,6.25,6/1/2017,116,Ministry of Energy
23085,6.25,10/1/2017,75,Ministry of Energy
23085,6.25,3/1/2018,50,Ministry of Energy
23130,0.17,7/1/2017,300,Ministry of Housing
23130,0.17,2/1/2018,225,Ministry of Housing
23130,0.17,9/1/2017,100,Ministry of Housing
23144,2.84,8/1/2017,3750,Ministry of Housing
23144,2.84,9/1/2017,5625,Ministry of Housing
23264,6.71,4/1/2017,1600,Ministry of Housing
23264,6.71,4/1/2018,100,Ministry of Housing
8,3.13,7/1/2017,440,Ministry of Housing
8,3.13,2/1/2018,2970,Ministry of Housing
8,3.13,9/1/2017,770,Ministry of Housing
8,3.13,11/1/2017,564,Ministry of Energy
8,3.13,8/1/2017,940,Ministry of Energy
8,3.13,1/1/2018,282,Ministry of Energy
8,3.13,5/1/2018,1410,Ministry of Energy
16,8.78,8/1/2017,2667,Ministry of Housing
16,8.78,9/1/2017,1016,Ministry of Housing
17,4.24,8/1/2017,592,Ministry of Housing
17,4.24,9/1/2017,296,Ministry of Housing
29,9.03,7/1/2017,40040,Ministry of Energy
29,9.03,3/1/2018,14150,Ministry of Energy
29,9.03,12/1/2017,4047,Ministry of Health
29,9.03,6/1/2017,32376,Ministry of Health
29,9.03,2/1/2018,5008,Ministry of Energy
29,9.03,12/1/2017,7296,Ministry of Energy
29,9.03,11/1/2017,10800,Ministry of Energy
29,9.03,5/1/2018,25095,Ministry of Energy
29,9.03,11/1/2017,10503,Ministry of Housing
29,9.03,7/1/2017,24507,Ministry of Housing
29,9.03,8/1/2017,5835,Ministry of Housing
29,9.03,1/1/2018,2334,Ministry of Housing
29,9.03,2/1/2018,2334,Ministry of Housing
29,9.03,5/1/2018,3501,Ministry of Housing
29,9.03,9/1/2017,5835,Ministry of Housing
29,9.03,6/1/2017,19476,Ministry of Energy
29,9.03,1/1/2018,27690,Ministry of Energy
29,9.03,5/1/2017,2733,Ministry of Energy
29,9.03,4/1/2017,3516,Ministry of Energy
29,9.03,4/1/2018,14000,Ministry of Energy
29,9.03,10/1/2017,18333,Ministry of Energy
29,9.03,9/1/2017,6920,Ministry of Energy
29,9.03,8/1/2017,846,Ministry of Energy
31,9.92,6/1/2017,1540,Ministry of Health
31,9.92,8/1/2017,1386,Ministry of Health
31,9.92,12/1/2017,2310,Ministry of Health
31,9.92,9/1/2017,231,Ministry of Health
31,9.92,11/1/2017,792,Ministry of Education
31,9.92,7/1/2017,528,Ministry of Education
31,9.92,8/1/2017,220,Ministry of Education
31,9.92,1/1/2018,528,Ministry of Education
31,9.92,2/1/2018,528,Ministry of Education
31,9.92,5/1/2018,1320,Ministry of Education
31,9.92,9/1/2017,440,Ministry of Education
31,9.92,7/1/2017,80,Ministry of Housing
31,9.92,11/1/2017,285,Ministry of Energy
31,9.92,7/1/2017,380,Ministry of Energy
31,9.92,8/1/2017,95,Ministry of Energy
31,9.92,1/1/2018,114,Ministry of Energy
31,9.92,2/1/2018,57,Ministry of Energy
31,9.92,5/1/2018,19,Ministry of Energy
31,9.92,9/1/2017,95,Ministry of Energy
93,6.04,11/1/2017,288,Ministry of Housing
93,6.04,7/1/2017,192,Ministry of Housing
93,6.04,8/1/2017,160,Ministry of Housing
93,6.04,1/1/2018,160,Ministry of Housing
93,6.04,2/1/2018,128,Ministry of Housing
93,6.04,5/1/2018,96,Ministry of Housing
93,6.04,9/1/2017,192,Ministry of Housing
94,8.37,5/1/2017,848,Ministry of Energy
94,8.37,3/1/2018,1908,Ministry of Energy
94,8.37,4/1/2017,135,Ministry of Housing
94,8.37,10/1/2017,45,Ministry of Housing
94,8.37,4/1/2018,100,Ministry of Housing
97,4.32,4/1/2017,128,Ministry of Energy
97,4.32,6/1/2017,2048,Ministry of Energy
97,4.32,10/1/2017,2304,Ministry of Energy
97,4.32,5/1/2017,768,Ministry of Energy
97,4.32,12/1/2017,1024,Ministry of Energy
97,4.32,4/1/2018,3840,Ministry of Energy
97,4.32,3/1/2018,384,Ministry of Energy
97,4.32,11/1/2017,273,Ministry of Housing
97,4.32,7/1/2017,312,Ministry of Housing
97,4.32,2/1/2018,468,Ministry of Housing
97,4.32,8/1/2017,78,Ministry of Housing
97,4.32,1/1/2018,585,Ministry of Housing
97,4.32,5/1/2018,819,Ministry of Housing
97,4.32,9/1/2017,195,Ministry of Housing
98,10.92,2/1/2018,2079,Ministry of Energy
98,10.92,8/1/2017,594,Ministry of Energy
98,10.92,1/1/2018,693,Ministry of Energy
98,10.92,11/1/2017,1782,Ministry of Energy
98,10.92,7/1/2017,1386,Ministry of Energy
98,10.92,5/1/2018,891,Ministry of Energy
98,10.92,9/1/2017,297,Ministry of Energy
98,10.92,11/1/2017,124,Ministry of Housing
98,10.92,7/1/2017,310,Ministry of Housing
98,10.92,2/1/2018,217,Ministry of Housing
98,10.92,8/1/2017,465,Ministry of Housing
98,10.92,1/1/2018,465,Ministry of Housing
98,10.92,5/1/2018,558,Ministry of Housing
98,10.92,9/1/2017,31,Ministry of Housing
116,4.44,6/1/2017,24,Ministry of Housing
116,4.44,12/1/2017,160,Ministry of Housing
116,4.44,8/1/2017,40,Ministry of Housing
116,4.44,9/1/2017,112,Ministry of Housing
116,4.44,6/1/2017,32,Ministry of Education
116,4.44,12/1/2017,108,Ministry of Education
122,4.56,5/1/2017,12789,Ministry of Housing
128,1.31,4/1/2017,6660,Ministry of Energy
128,1.31,11/1/2017,1332,Ministry of Energy
128,1.31,6/1/2017,3996,Ministry of Energy
128,1.31,7/1/2017,5994,Ministry of Energy
128,1.31,10/1/2017,3996,Ministry of Energy
128,1.31,12/1/2017,9324,Ministry of Energy
128,1.31,2/1/2018,1998,Ministry of Energy
128,1.31,5/1/2017,19980,Ministry of Energy
128,1.31,8/1/2017,9324,Ministry of Energy
128,1.31,1/1/2018,13320,Ministry of Energy
128,1.31,4/1/2018,4662,Ministry of Energy
128,1.31,3/1/2018,7992,Ministry of Energy
128,1.31,5/1/2018,1998,Ministry of Energy
128,1.31,9/1/2017,1998,Ministry of Energy
128,1.31,5/1/2017,1752,Ministry of Housing
128,1.31,4/1/2017,876,Ministry of Housing
128,1.31,2/1/2018,2044,Ministry of Housing
128,1.31,8/1/2017,438,Ministry of Housing
128,1.31,1/1/2018,584,Ministry of Housing
128,1.31,12/1/2017,2044,Ministry of Housing
128,1.31,10/1/2017,1022,Ministry of Housing
128,1.31,7/1/2017,146,Ministry of Housing
128,1.31,6/1/2017,438,Ministry of Housing
128,1.31,11/1/2017,1314,Ministry of Housing
128,1.31,4/1/2018,584,Ministry of Housing
128,1.31,3/1/2018,2190,Ministry of Housing
128,1.31,5/1/2018,1460,Ministry of Housing
128,1.31,9/1/2017,438,Ministry of Housing
159,9.78,6/1/2017,150,Ministry of Housing
208,3.48,5/1/2017,1794,Ministry of Energy
208,3.48,4/1/2017,2990,Ministry of Energy
208,3.48,12/1/2017,1794,Ministry of Energy
208,3.48,10/1/2017,1196,Ministry of Energy
208,3.48,6/1/2017,8073,Ministry of Energy
208,3.48,4/1/2018,299,Ministry of Energy
208,3.48,3/1/2018,897,Ministry of Energy
208,3.48,11/1/2017,8,Ministry of Housing
208,3.48,2/1/2018,216,Ministry of Housing
208,3.48,7/1/2017,168,Ministry of Housing
208,3.48,8/1/2017,64,Ministry of Housing
208,3.48,1/1/2018,128,Ministry of Housing
208,3.48,5/1/2018,216,Ministry of Housing
208,3.48,9/1/2017,192,Ministry of Housing
220,5.46,6/1/2017,6620,Ministry of Energy
220,5.46,3/1/2018,4528,Ministry of Energy
220,5.46,12/1/2017,4360,Ministry of Energy
220,5.46,2/1/2018,1512,Ministry of Energy
220,5.46,8/1/2017,4365,Ministry of Energy
220,5.46,5/1/2017,1920,Ministry of Energy
220,5.46,11/1/2017,4644,Ministry of Energy
220,5.46,5/1/2018,9288,Ministry of Energy
220,5.46,10/1/2017,2840,Ministry of Energy
220,5.46,7/1/2017,4482,Ministry of Energy
220,5.46,9/1/2017,735,Ministry of Energy
220,5.46,4/1/2017,468,Ministry of Energy
220,5.46,4/1/2018,1404,Ministry of Energy
220,5.46,7/1/2017,210,Ministry of Housing
220,5.46,11/1/2017,280,Ministry of Housing
220,5.46,8/1/2017,560,Ministry of Housing
220,5.46,1/1/2018,1470,Ministry of Housing
220,5.46,2/1/2018,210,Ministry of Housing
220,5.46,5/1/2018,1470,Ministry of Housing
220,5.46,9/1/2017,210,Ministry of Housing
220,5.46,1/1/2018,64,Ministry of Energy
254,0.76,6/1/2017,72,Ministry of Housing
254,0.76,10/1/2017,108,Ministry of Housing
254,0.76,3/1/2018,54,Ministry of Housing
338,3.94,5/1/2017,828,Ministry of Energy
338,3.94,11/1/2017,2898,Ministry of Energy
338,3.94,2/1/2018,1242,Ministry of Energy
338,3.94,5/1/2018,3105,Ministry of Energy
338,3.94,3/1/2018,5589,Ministry of Energy
338,3.94,6/1/2017,50,Ministry of Housing
338,3.94,12/1/2017,675,Ministry of Housing
338,3.94,8/1/2017,200,Ministry of Housing
338,3.94,9/1/2017,150,Ministry of Housing
341,1.97,5/1/2017,10788,Ministry of Housing
341,1.97,3/1/2018,5394,Ministry of Housing
341,1.97,2/1/2018,1434,Ministry of Energy
341,1.97,7/1/2017,956,Ministry of Energy
341,1.97,9/1/2017,1673,Ministry of Energy
361,7.88,11/1/2017,4606,Ministry of Housing
361,7.88,7/1/2017,9212,Ministry of Housing
361,7.88,8/1/2017,5922,Ministry of Housing
361,7.88,1/1/2018,2632,Ministry of Housing
361,7.88,2/1/2018,1316,Ministry of Housing
361,7.88,5/1/2018,11844,Ministry of Housing
361,7.88,9/1/2017,11844,Ministry of Housing
361,7.88,5/1/2017,351,Ministry of Energy
361,7.88,4/1/2017,2106,Ministry of Energy
361,7.88,4/1/2018,1053,Ministry of Energy
361,7.88,10/1/2017,4914,Ministry of Energy
361,7.88,12/1/2017,5616,Ministry of Energy
361,7.88,3/1/2018,8424,Ministry of Energy
361,7.88,6/1/2017,10530,Ministry of Energy
361,7.88,4/1/2017,2424,Ministry of Health
361,7.88,11/1/2017,8181,Ministry of Health
361,7.88,10/1/2017,2121,Ministry of Health
361,7.88,4/1/2018,3030,Ministry of Health
361,7.88,7/1/2017,909,Ministry of Health
361,7.88,6/1/2017,1818,Ministry of Health
361,7.88,5/1/2017,3636,Ministry of Health
361,7.88,12/1/2017,6363,Ministry of Health
361,7.88,8/1/2017,909,Ministry of Health
361,7.88,3/1/2018,606,Ministry of Health
361,7.88,5/1/2018,2121,Ministry of Health
361,7.88,2/1/2018,1515,Ministry of Health
361,7.88,9/1/2017,8181,Ministry of Health
361,7.88,1/1/2018,4242,Ministry of Health
365,4.83,6/1/2017,1440,Ministry of Education
365,4.83,8/1/2017,728,Ministry of Housing
365,4.83,9/1/2017,208,Ministry of Housing
430,5.32,8/1/2017,1200,Ministry of Energy
430,5.32,9/1/2017,320,Ministry of Energy
430,5.32,4/1/2017,36,Ministry of Housing
430,5.32,6/1/2017,6,Ministry of Housing
430,5.32,12/1/2017,90,Ministry of Housing
430,5.32,10/1/2017,54,Ministry of Housing
430,5.32,4/1/2018,18,Ministry of Housing
430,5.32,3/1/2018,54,Ministry of Housing
430,5.32,5/1/2017,72,Ministry of Housing
461,1.11,7/1/2017,3160,Ministry of Energy
461,1.11,6/1/2017,1212,Ministry of Energy
461,1.11,12/1/2017,3972,Ministry of Energy
461,1.11,5/1/2017,1980,Ministry of Energy
461,1.11,1/1/2018,1530,Ministry of Energy
461,1.11,4/1/2017,244,Ministry of Energy
461,1.11,2/1/2018,1070,Ministry of Energy
461,1.11,9/1/2017,490,Ministry of Energy
461,1.11,5/1/2017,1200,Ministry of Education
461,1.11,3/1/2018,675,Ministry of Education
461,1.11,4/1/2018,1029,Ministry of Energy
461,1.11,10/1/2017,756,Ministry of Energy
461,1.11,3/1/2018,882,Ministry of Energy
461,1.11,5/1/2017,630,Ministry of Housing
461,1.11,11/1/2017,30,Ministry of Housing
461,1.11,2/1/2018,60,Ministry of Housing
461,1.11,3/1/2018,120,Ministry of Housing
461,1.11,5/1/2018,300,Ministry of Housing
461,1.11,8/1/2017,192,Ministry of Energy
464,5.34,5/1/2017,1029,Ministry of Energy
464,5.34,4/1/2017,343,Ministry of Energy
464,5.34,12/1/2017,8232,Ministry of Energy
464,5.34,10/1/2017,1715,Ministry of Energy
464,5.34,6/1/2017,7203,Ministry of Energy
464,5.34,4/1/2018,1715,Ministry of Energy
464,5.34,3/1/2018,5488,Ministry of Energy
464,5.34,6/1/2017,64,Ministry of Housing
464,5.34,8/1/2017,80,Ministry of Housing
464,5.34,12/1/2017,224,Ministry of Housing
464,5.34,9/1/2017,32,Ministry of Housing
466,2.64,7/1/2017,52380,Ministry of Energy
466,2.64,8/1/2017,49820,Ministry of Energy
466,2.64,6/1/2017,49632,Ministry of Energy
466,2.64,3/1/2018,30160,Ministry of Energy
466,2.64,12/1/2017,22050,Ministry of Energy
466,2.64,10/1/2017,5180,Ministry of Energy
466,2.64,4/1/2017,20232,Ministry of Energy
466,2.64,4/1/2018,5620,Ministry of Energy
466,2.64,1/1/2018,10260,Ministry of Energy
466,2.64,11/1/2017,22200,Ministry of Energy
466,2.64,5/1/2018,15540,Ministry of Energy
466,2.64,9/1/2017,1964,Ministry of Energy
466,2.64,6/1/2017,1352,Ministry of Education
466,2.64,8/1/2017,1352,Ministry of Education
466,2.64,12/1/2017,2028,Ministry of Education
466,2.64,9/1/2017,8112,Ministry of Education
466,2.64,2/1/2018,3708,Ministry of Energy
466,2.64,5/1/2017,3036,Ministry of Energy
466,2.64,10/1/2017,1624,Ministry of Housing
466,2.64,6/1/2017,2436,Ministry of Housing
466,2.64,3/1/2018,406,Ministry of Housing
467,7.86,5/1/2018,4994,Ministry of Energy
467,7.86,6/1/2017,15856,Ministry of Energy
467,7.86,11/1/2017,32058,Ministry of Energy
467,7.86,4/1/2018,7410,Ministry of Energy
467,7.86,1/1/2018,7536,Ministry of Energy
467,7.86,4/1/2017,21144,Ministry of Energy
467,7.86,3/1/2018,5470,Ministry of Energy
467,7.86,10/1/2017,9342,Ministry of Energy
467,7.86,2/1/2018,7780,Ministry of Energy
467,7.86,5/1/2017,5100,Ministry of Energy
467,7.86,9/1/2017,4140,Ministry of Energy
467,7.86,7/1/2017,2350,Ministry of Energy
467,7.86,8/1/2017,2034,Ministry of Energy
467,7.86,7/1/2017,1000,Ministry of Housing
467,7.86,11/1/2017,1600,Ministry of Housing
467,7.86,8/1/2017,700,Ministry of Housing
467,7.86,1/1/2018,3000,Ministry of Housing
467,7.86,2/1/2018,1500,Ministry of Housing
467,7.86,5/1/2018,2400,Ministry of Housing
467,7.86,9/1/2017,3000,Ministry of Housing
467,7.86,12/1/2017,36,Ministry of Energy
547,8.17,8/1/2017,54,Ministry of Housing
547,8.17,12/1/2017,108,Ministry of Housing
547,8.17,6/1/2017,81,Ministry of Housing
547,8.17,9/1/2017,108,Ministry of Housing
566,1.7,5/1/2018,77880,Ministry of Energy
566,1.7,11/1/2017,14364,Ministry of Energy
566,1.7,2/1/2018,34068,Ministry of Energy
566,1.7,3/1/2018,66504,Ministry of Energy
566,1.7,9/1/2017,76800,Ministry of Energy
566,1.7,7/1/2017,44370,Ministry of Energy
566,1.7,5/1/2017,42138,Ministry of Energy
566,1.7,12/1/2017,11455,Ministry of Energy
566,1.7,4/1/2018,12216,Ministry of Energy
566,1.7,4/1/2017,3756,Ministry of Energy
566,1.7,8/1/2017,33156,Ministry of Energy
566,1.7,10/1/2017,7125,Ministry of Energy
566,1.7,1/1/2018,16800,Ministry of Energy
566,1.7,6/1/2017,7264,Ministry of Energy
566,1.7,7/1/2017,3000,Ministry of Education
566,1.7,4/1/2017,3000,Ministry of Education
566,1.7,1/1/2018,8000,Ministry of Education
566,1.7,4/1/2018,3500,Ministry of Education
566,1.7,10/1/2017,4000,Ministry of Education
566,1.7,4/1/2017,2400,Ministry of Housing
566,1.7,11/1/2017,700,Ministry of Housing
566,1.7,6/1/2017,1200,Ministry of Housing
566,1.7,7/1/2017,600,Ministry of Housing
566,1.7,8/1/2017,900,Ministry of Housing
566,1.7,2/1/2018,400,Ministry of Housing
566,1.7,12/1/2017,1200,Ministry of Housing
566,1.7,10/1/2017,1800,Ministry of Housing
566,1.7,1/1/2018,1200,Ministry of Housing
566,1.7,4/1/2018,100,Ministry of Housing
566,1.7,3/1/2018,800,Ministry of Housing
