"Expense Code,Month,Expense Quantity,Government Entity",
"12257,42948,548,Ministry of Energy",
"12257,42917,2466,Ministry of Energy",
"12257,43132,1644,Ministry of Energy",
"12257,43221,2055,Ministry of Energy",
"12257,42979,137,Ministry of Energy",
"12259,43040,840,Ministry of Energy",
"12259,43101,1680,Ministry of Energy",
"12259,42948,1008,Ministry of Energy",
"12259,43221,896,Ministry of Energy",
"12260,42917,36,Ministry of Housing",
"12261,42887,126,Ministry of Health",
"12261,42948,140,Ministry of Health",
"12261,43070,98,Ministry of Health",
"12261,42979,336,Ministry of Health",
"12262,42948,9690,Ministry of Health",
"12262,42979,5814,Ministry of Health",
"12263,43132,8088,Ministry of Energy",
"12263,42979,24264,Ministry of Energy",
"12263,42917,4044,Ministry of Energy",
"12264,42887,117,Ministry of Housing",
"12264,43009,104,Ministry of Housing",
"12264,43160,130,Ministry of Housing",
"12265,43040,70,Ministry of Energy",
"12265,43221,70,Ministry of Energy",
"12265,43132,840,Ministry of Energy",
"12266,42887,660,Ministry of Education",
"12266,43070,440,Ministry of Education",
"12266,42979,660,Ministry of Education",
"12266,42948,2200,Ministry of Education",
"12306,43040,666,Ministry of Health",
"12306,42948,888,Ministry of Health",
"12306,43101,888,Ministry of Health",
"12306,43221,666,Ministry of Health",
"12308,42887,420,Ministry of Health",
"12308,42979,1890,Ministry of Health",
"12308,43070,2100,Ministry of Health",
"12308,42948,420,Ministry of Health",
"12330,42917,1500,Ministry of Health",
"12355,43040,4995,Ministry of Education",
"12355,43132,1665,Ministry of Education",
"12355,43221,1850,Ministry of Education",
"12356,42826,198,Ministry of Health",
"12356,43070,1584,Ministry of Health",
"12356,43191,1188,Ministry of Health",
"12356,42856,528,Ministry of Health",
"12372,42826,4046,Ministry of Health",
"12372,43009,578,Ministry of Health",
"12372,43191,867,Ministry of Health",
"12398,42979,11490,Ministry of Health",
"12398,42948,1686,Ministry of Health",
"12398,43132,2136,Ministry of Health",
"12398,42887,9450,Ministry of Health",
"12398,43070,12150,Ministry of Health",
"12398,43160,7128,Ministry of Health",
"12398,43040,450,Ministry of Health",
"12398,42826,2400,Ministry of Health",
"12398,42856,300,Ministry of Health",
"12398,42917,900,Ministry of Health",
"12398,43101,750,Ministry of Health",
"12398,43191,2400,Ministry of Health",
"12398,43009,2700,Ministry of Health",
"12398,43221,900,Ministry of Health",
"12399,42948,3330,Ministry of Health",
"12399,42887,9420,Ministry of Health",
"12399,42979,1878,Ministry of Health",
"12399,43132,267,Ministry of Health",
"12399,43070,6408,Ministry of Health",
"12399,43160,1270,Ministry of Health",
"12399,42826,2016,Ministry of Health",
"12399,43009,1792,Ministry of Health",
"12399,42917,3024,Ministry of Health",
"12399,42856,1344,Ministry of Health",
"12399,43040,1568,Ministry of Health",
"12399,43101,1680,Ministry of Health",
"12399,43191,224,Ministry of Health",
"12399,43221,448,Ministry of Health",
"12400,42887,168,Ministry of Health",
"12411,42887,360,Ministry of Education",
"12411,43070,540,Ministry of Education",
"12416,42917,36000,Ministry of Health",
"12416,42979,60000,Ministry of Health",
"12416,43132,108000,Ministry of Health",
"12435,43040,200,Ministry of Education",
"12435,42917,80,Ministry of Education",
"12435,42979,200,Ministry of Education",
"12435,43132,360,Ministry of Education",
"12435,42948,320,Ministry of Education",
"12435,43101,40,Ministry of Education",
"12435,43221,120,Ministry of Education",
"12446,42887,276,Ministry of Education",
"12446,43009,276,Ministry of Education",
"12446,43160,46,Ministry of Education",
"12480,42826,1600,Ministry of Health",
"12480,42887,400,Ministry of Health",
"12480,43070,1800,Ministry of Health",
"12480,43009,5400,Ministry of Health",
"12480,43191,1800,Ministry of Health",
"12480,43160,600,Ministry of Health",
"12480,42856,200,Ministry of Health",
"12504,42979,525,Ministry of Energy",
"12504,42948,350,Ministry of Energy",
"12504,42826,16,Ministry of Housing",
"12504,42887,12,Ministry of Housing",
"12504,43070,24,Ministry of Housing",
"12504,43009,8,Ministry of Housing",
"12504,43191,96,Ministry of Housing",
"12504,43160,60,Ministry of Housing",
"12504,42856,24,Ministry of Housing",
"12507,43040,1008,Ministry of Health",
"12507,43132,9072,Ministry of Health",
"12507,43221,1008,Ministry of Health",
"12507,43160,336,Ministry of Health",
"12507,42856,2352,Ministry of Health",
"12556,42826,1734,Ministry of Health",
"12556,43191,867,Ministry of Health",
"12557,43040,3720,Ministry of Health",
"12557,43221,1488,Ministry of Health",
"12558,42887,2656,Ministry of Energy",
"12558,43009,996,Ministry of Energy",
"12558,43160,4980,Ministry of Energy",
"12559,43040,300,Ministry of Energy",
"12559,42948,200,Ministry of Energy",
"12559,43101,900,Ministry of Energy",
"12559,42917,450,Ministry of Energy",
"12559,43132,1200,Ministry of Energy",
"12559,43221,1000,Ministry of Energy",
"12559,42979,700,Ministry of Energy",
"12561,42917,675,Ministry of Health",
"12561,43132,1620,Ministry of Health",
"12561,42979,1080,Ministry of Health",
"12563,42856,51584,Ministry of Health",
"12564,42887,54648,Ministry of Education",
"12564,42948,2024,Ministry of Education",
"12564,43070,16192,Ministry of Education",
"12564,42979,24288,Ministry of Education",
"12565,43132,10969656,Ministry of Energy",
"12565,43221,5470920,Ministry of Energy",
"12565,43040,1254897,Ministry of Energy",
"12565,42917,3693339,Ministry of Energy",
"12565,43101,789490,Ministry of Energy",
"12565,42948,760748,Ministry of Energy",
"12565,42887,9010248,Ministry of Energy",
"12565,42979,5819008,Ministry of Energy",
"12565,43160,698688,Ministry of Energy",
"12565,42856,6207408,Ministry of Energy",
"12565,43070,1977720,Ministry of Energy",
"12565,43009,2507448,Ministry of Energy",
"12565,43191,4015290,Ministry of Energy",
"12565,42826,1033576,Ministry of Energy",
"12565,42979,1838484,Ministry of Health",
"12565,43132,3256470,Ministry of Health",
"12565,42887,173254,Ministry of Health",
"12565,42948,3015144,Ministry of Health",
"12565,42917,1153411,Ministry of Health",
"12565,42979,3343728,Ministry of Education",
"12565,43221,1904238,Ministry of Health",
"12565,43040,270836,Ministry of Health",
"12565,43101,668120,Ministry of Health",
"12565,42887,1198116,Ministry of Education",
"12565,42948,927563,Ministry of Education",
"12565,43009,396723,Ministry of Health",
"12565,43070,386097,Ministry of Education",
"12565,43160,1444980,Ministry of Health",
"12565,43070,2159478,Ministry of Health",
"12565,42856,943641,Ministry of Health",
"12565,42826,1068396,Ministry of Health",
"12565,43191,443240,Ministry of Health",
"12565,42856,2396340,Ministry of Education",
"12565,43160,308388,Ministry of Education",
"12565,42917,308092,Ministry of Education",
"12565,43132,2019654,Ministry of Education",
"12565,43191,717780,Ministry of Education",
"12565,42826,1054740,Ministry of Education",
"12565,43101,130870,Ministry of Education",
"12565,43009,1185600,Ministry of Education",
"12565,43221,1053108,Ministry of Education",
"12565,43040,455224,Ministry of Education",
"12565,42948,93496,Ministry of Housing",
"12565,42979,245994,Ministry of Housing",
"12565,43132,307168,Ministry of Housing",
"12565,42917,418524,Ministry of Housing",
"12565,43221,307557,Ministry of Housing",
"12565,43101,102351,Ministry of Housing",
"12565,43040,707805,Ministry of Housing",
"12565,42887,477952,Ministry of Housing",
"12565,43070,535248,Ministry of Housing",
"12565,43160,395648,Ministry of Housing",
"12565,42856,121460,Ministry of Housing",
"12565,43191,81952,Ministry of Housing",
"12565,42826,393680,Ministry of Housing",
"12565,43009,134130,Ministry of Housing",
"12566,42826,216,Ministry of Education",
"12566,43070,576,Ministry of Education",
"12566,42856,144,Ministry of Education",
"12566,43191,336,Ministry of Education",
"12568,42826,114,Ministry of Health",
"12568,43070,152,Ministry of Health",
"12568,42856,76,Ministry of Health",
"12568,43191,304,Ministry of Health",
"12569,42887,100,Ministry of Health",
"12569,43070,1000,Ministry of Health",
"12570,42948,1815,Ministry of Education",
"12570,43040,1210,Ministry of Education",
"12570,43221,968,Ministry of Education",
"12570,43132,1452,Ministry of Education",
"12570,42979,1452,Ministry of Education",
"12570,42917,1089,Ministry of Education",
"12570,43101,1815,Ministry of Education",
"12571,42826,153,Ministry of Education",
"12571,42856,17,Ministry of Education",
"12571,43070,204,Ministry of Education",
"12571,43191,306,Ministry of Education",
"12572,42887,16000,Ministry of Education",
"12572,42948,20000,Ministry of Education",
"12572,43070,8000,Ministry of Education",
"12572,42979,16000,Ministry of Education",
"12573,43040,81,Ministry of Energy",
"12573,43221,648,Ministry of Energy",
"12573,43132,486,Ministry of Energy",
"12603,43040,23,Ministry of Health",
"12603,43132,115,Ministry of Health",
"12603,43160,138,Ministry of Health",
"12603,43221,184,Ministry of Health",
"12603,42856,92,Ministry of Health",
"12613,42979,4620,Ministry of Health",
"12613,42948,2464,Ministry of Health",
"12629,42826,24,Ministry of Health",
"12629,43009,60,Ministry of Health",
"12629,43191,40,Ministry of Health",
"12630,42887,2142,Ministry of Education",
"12630,43070,1428,Ministry of Education",
"12652,42887,645,Ministry of Energy",
"12652,43070,1290,Ministry of Energy",
"12692,42887,3102,Ministry of Energy",
"12692,43009,4653,Ministry of Energy",
"12692,43160,1551,Ministry of Energy",
"12693,42917,1256,Ministry of Health",
"12693,42979,1884,Ministry of Health",
"12693,43132,9420,Ministry of Health",
"12695,42917,1740,Ministry of Education",
"12695,42979,464,Ministry of Education",
"12695,43132,348,Ministry of Education",
"12696,43070,3330,Ministry of Health",
"12697,42856,1200,Ministry of Energy",
"12697,43040,1200,Ministry of Energy",
"12697,43132,5400,Ministry of Energy",
"12697,43160,4800,Ministry of Energy",
"12697,43221,3600,Ministry of Energy",
"12698,42948,500,Ministry of Education",
"12698,43040,2700,Ministry of Education",
"12698,43101,800,Ministry of Education",
"12698,43221,100,Ministry of Education",
"12699,42887,252,Ministry of Health",
"12699,42948,2646,Ministry of Health",
"12699,43070,1260,Ministry of Health",
"12699,42979,1260,Ministry of Health",
"12700,42887,26424,Ministry of Health",
"12700,43009,2936,Ministry of Health",
"12700,43160,26424,Ministry of Health",
"12701,43040,200,Ministry of Health",
"12701,43221,500,Ministry of Health",
"12703,43132,980,Ministry of Education",
"12703,42979,588,Ministry of Education",
"12703,42917,147,Ministry of Education",
"12704,42826,1000,Ministry of Education",
"12704,43009,400,Ministry of Education",
"12704,43191,600,Ministry of Education",
"12705,42887,125,Ministry of Education",
"12706,42826,4302,Ministry of Energy",
"12706,42887,1195,Ministry of Energy",
"12706,42856,717,Ministry of Energy",
"12706,43009,239,Ministry of Energy",
"12706,43070,4302,Ministry of Energy",
"12706,43160,4302,Ministry of Energy",
"12706,43191,2390,Ministry of Energy",
"12707,42887,50,Ministry of Health",
"12707,43070,90,Ministry of Health",
"12708,42856,1746,Ministry of Health",
"12708,43040,582,Ministry of Health",
"12708,43221,970,Ministry of Health",
"12708,43132,1455,Ministry of Health",
"12708,43160,291,Ministry of Health",
"12709,43040,13500,Ministry of Housing",
"12709,43132,16200,Ministry of Housing",
"12709,43221,6075,Ministry of Housing",
"12718,42917,798,Ministry of Health",
"12718,42979,1596,Ministry of Health",
"12718,43132,931,Ministry of Health",
"12719,42917,1107,Ministry of Health",
"12719,42979,369,Ministry of Health",
"12719,43132,492,Ministry of Health",
"12743,42826,1350,Ministry of Health",
"12743,43009,9450,Ministry of Health",
"12743,43191,5400,Ministry of Health",
"12759,42826,100,Ministry of Education",
"12759,43040,175,Ministry of Education",
"12759,42887,150,Ministry of Education",
"12759,42917,225,Ministry of Education",
"12759,43070,225,Ministry of Education",
"12759,43009,525,Ministry of Education",
"12759,42979,175,Ministry of Education",
"12759,42948,150,Ministry of Education",
"12759,43132,100,Ministry of Education",
"12759,43191,150,Ministry of Education",
"12759,43101,75,Ministry of Education",
"12759,43160,150,Ministry of Education",
"12759,43221,300,Ministry of Education",
"12759,42856,450,Ministry of Education",
"12778,43040,378,Ministry of Education",
"12778,43132,810,Ministry of Education",
"12778,43221,432,Ministry of Education",
"12813,42887,33,Ministry of Health",
"12813,42979,110,Ministry of Health",
"12813,43070,77,Ministry of Health",
"12813,42948,66,Ministry of Health",
"12829,42887,372,Ministry of Health",
"12829,43009,1240,Ministry of Health",
"12829,43160,372,Ministry of Health",
"12837,43070,2244,Ministry of Health",
"12839,42826,304,Ministry of Education",
"12839,43009,342,Ministry of Education",
"12839,43191,304,Ministry of Education",
"12841,42887,330,Ministry of Health",
"12850,43040,4452,Ministry of Energy",
"12850,42917,1908,Ministry of Energy",
"12850,42979,3180,Ministry of Energy",
"12850,43132,5724,Ministry of Energy",
"12850,42948,1590,Ministry of Energy",
"12850,43101,5724,Ministry of Energy",
"12850,43221,1908,Ministry of Energy",
"12858,42917,96,Ministry of Health",
"12869,43040,30,Ministry of Health",
"12869,43132,45,Ministry of Health",
"12869,43221,54,Ministry of Health",
"12870,42887,190,Ministry of Health",
"12870,43070,76,Ministry of Health",
"12871,42887,165,Ministry of Health",
"12871,43070,66,Ministry of Health",
"12872,43040,2,Ministry of Education",
"12872,43132,12,Ministry of Education",
"12872,43221,7,Ministry of Education",
"12877,42826,510,Ministry of Energy",
"12877,43040,408,Ministry of Energy",
"12877,42887,340,Ministry of Energy",
"12877,42917,204,Ministry of Energy",
"12877,43009,17,Ministry of Energy",
"12877,43070,119,Ministry of Energy",
"12877,42979,68,Ministry of Energy",
"12877,43132,102,Ministry of Energy",
"12877,42948,102,Ministry of Energy",
"12877,43160,68,Ministry of Energy",
"12877,43191,85,Ministry of Energy",
"12877,43101,68,Ministry of Energy",
"12877,43221,34,Ministry of Energy",
"12877,42856,204,Ministry of Energy",
"12878,42826,306,Ministry of Energy",
"12878,43040,306,Ministry of Energy",
"12878,42887,153,Ministry of Energy",
"12878,42917,340,Ministry of Energy",
"12878,43009,68,Ministry of Energy",
"12878,43070,136,Ministry of Energy",
